id_produto,sku,nome,descricao,preco_custo,preco_venda,ativo,id_categoria,categoria_nome,categoria_pai,id_fornecedor,fornecedor_nome,fornecedor_cnpj,fornecedor_cidade,fornecedor_estado,id_loja,loja_nome,loja_tipo,estoque_qtd,ultima_atualizacao,margem_bruta,margem_pct,faixa_preco,estoque_total_rede
124,73004,Cartão Micro SD 32GB Sandisk Class 10 Ultra 80MB/s,"Cartão Micro SD 32GB Sandisk Class 10 Ultra 80MB/s. Interface USB-C 3.1, leitura ate 130MB/s. protecao contra dados em loop. Para armazenamento e transporte de dados.",22.21,39.99,1,4,Armazenamento Portátil,Armazenamento Portátil,23,APC by Schneider Electric Brasil,84952076000107,São Paulo,SP,2,Loja Paulista,Física,135,2026-04-13,17.78,44.46,LOW,896
124,73004,Cartão Micro SD 32GB Sandisk Class 10 Ultra 80MB/s,"Cartão Micro SD 32GB Sandisk Class 10 Ultra 80MB/s. Interface USB-C 3.1, leitura ate 130MB/s. protecao contra dados em loop. Para armazenamento e transporte de dados.",22.21,39.99,1,4,Armazenamento Portátil,Armazenamento Portátil,23,APC by Schneider Electric Brasil,84952076000107,São Paulo,SP,3,Loja Santo André,Física,175,2026-04-13,17.78,44.46,LOW,896
125,73005,Cartão Micro SD 64GB Kingston Neo 95MB/s C10,"Cartão Micro SD 64GB Kingston Neo 95MB/s C10. Interface USB 2.0, leitura ate 80MB/s. design compacto. Para transferencia de arquivos e backup.",39.33,59.99,1,4,Armazenamento Portátil,Armazenamento Portátil,34,Satellite / FTX Distribuidora,24768503000170,São Paulo,SP,1,CD Osasco,Online,33,2026-04-13,20.66,34.44,MID,446
125,73005,Cartão Micro SD 64GB Kingston Neo 95MB/s C10,"Cartão Micro SD 64GB Kingston Neo 95MB/s C10. Interface USB 2.0, leitura ate 80MB/s. design compacto. Para transferencia de arquivos e backup.",39.33,59.99,1,4,Armazenamento Portátil,Armazenamento Portátil,34,Satellite / FTX Distribuidora,24768503000170,São Paulo,SP,6,Escritório Central,Online,123,2026-04-13,20.66,34.44,MID,446
125,73005,Cartão Micro SD 64GB Kingston Neo 95MB/s C10,"Cartão Micro SD 64GB Kingston Neo 95MB/s C10. Interface USB 2.0, leitura ate 80MB/s. design compacto. Para transferencia de arquivos e backup.",39.33,59.99,1,4,Armazenamento Portátil,Armazenamento Portátil,34,Satellite / FTX Distribuidora,24768503000170,São Paulo,SP,5,Loja BH Centro,Física,102,2026-04-13,20.66,34.44,MID,446
125,73005,Cartão Micro SD 64GB Kingston Neo 95MB/s C10,"Cartão Micro SD 64GB Kingston Neo 95MB/s C10. Interface USB 2.0, leitura ate 80MB/s. design compacto. Para transferencia de arquivos e backup.",39.33,59.99,1,4,Armazenamento Portátil,Armazenamento Portátil,34,Satellite / FTX Distribuidora,24768503000170,São Paulo,SP,4,Loja Campinas,Física,117,2026-04-13,20.66,34.44,MID,446
125,73005,Cartão Micro SD 64GB Kingston Neo 95MB/s C10,"Cartão Micro SD 64GB Kingston Neo 95MB/s C10. Interface USB 2.0, leitura ate 80MB/s. design compacto. Para transferencia de arquivos e backup.",39.33,59.99,1,4,Armazenamento Portátil,Armazenamento Portátil,34,Satellite / FTX Distribuidora,24768503000170,São Paulo,SP,2,Loja Paulista,Física,43,2026-04-13,20.66,34.44,MID,446
125,73005,Cartão Micro SD 64GB Kingston Neo 95MB/s C10,"Cartão Micro SD 64GB Kingston Neo 95MB/s C10. Interface USB 2.0, leitura ate 80MB/s. design compacto. Para transferencia de arquivos e backup.",39.33,59.99,1,4,Armazenamento Portátil,Armazenamento Portátil,34,Satellite / FTX Distribuidora,24768503000170,São Paulo,SP,3,Loja Santo André,Física,28,2026-04-13,20.66,34.44,MID,446
123,73003,Pen Drive 128GB Kingston DataTraveler USB 3.2,"Pen Drive 128GB Kingston DataTraveler USB 3.2. Interface USB-C 3.1, leitura ate 80MB/s. com tampa protetora. Para armazenamento e transporte de dados.",59.59,89.99,1,4,Armazenamento Portátil,Armazenamento Portátil,6,Positivo Tecnologia S.A.,69.702.435/0001-84,Curitiba,PR,1,CD Osasco,Online,96,2026-04-13,30.4,33.78,MID,526
123,73003,Pen Drive 128GB Kingston DataTraveler USB 3.2,"Pen Drive 128GB Kingston DataTraveler USB 3.2. Interface USB-C 3.1, leitura ate 80MB/s. com tampa protetora. Para armazenamento e transporte de dados.",59.59,89.99,1,4,Armazenamento Portátil,Armazenamento Portátil,6,Positivo Tecnologia S.A.,69.702.435/0001-84,Curitiba,PR,6,Escritório Central,Online,76,2026-04-13,30.4,33.78,MID,526
123,73003,Pen Drive 128GB Kingston DataTraveler USB 3.2,"Pen Drive 128GB Kingston DataTraveler USB 3.2. Interface USB-C 3.1, leitura ate 80MB/s. com tampa protetora. Para armazenamento e transporte de dados.",59.59,89.99,1,4,Armazenamento Portátil,Armazenamento Portátil,6,Positivo Tecnologia S.A.,69.702.435/0001-84,Curitiba,PR,5,Loja BH Centro,Física,121,2026-04-13,30.4,33.78,MID,526
123,73003,Pen Drive 128GB Kingston DataTraveler USB 3.2,"Pen Drive 128GB Kingston DataTraveler USB 3.2. Interface USB-C 3.1, leitura ate 80MB/s. com tampa protetora. Para armazenamento e transporte de dados.",59.59,89.99,1,4,Armazenamento Portátil,Armazenamento Portátil,6,Positivo Tecnologia S.A.,69.702.435/0001-84,Curitiba,PR,4,Loja Campinas,Física,84,2026-04-13,30.4,33.78,MID,526
123,73003,Pen Drive 128GB Kingston DataTraveler USB 3.2,"Pen Drive 128GB Kingston DataTraveler USB 3.2. Interface USB-C 3.1, leitura ate 80MB/s. com tampa protetora. Para armazenamento e transporte de dados.",59.59,89.99,1,4,Armazenamento Portátil,Armazenamento Portátil,6,Positivo Tecnologia S.A.,69.702.435/0001-84,Curitiba,PR,2,Loja Paulista,Física,55,2026-04-13,30.4,33.78,MID,526
123,73003,Pen Drive 128GB Kingston DataTraveler USB 3.2,"Pen Drive 128GB Kingston DataTraveler USB 3.2. Interface USB-C 3.1, leitura ate 80MB/s. com tampa protetora. Para armazenamento e transporte de dados.",59.59,89.99,1,4,Armazenamento Portátil,Armazenamento Portátil,6,Positivo Tecnologia S.A.,69.702.435/0001-84,Curitiba,PR,3,Loja Santo André,Física,94,2026-04-13,30.4,33.78,MID,526
121,73001,Pen Drive 32GB Sandisk Cruzer Blade USB 2.0,"Pen Drive 32GB Sandisk Cruzer Blade USB 2.0. Interface USB-C 3.1, leitura ate 130MB/s. design compacto. Para transferencia de arquivos e backup.",15.71,27.99,1,4,Armazenamento Portátil,Armazenamento Portátil,40,3Nstar Automação Comercial Brasil,57329146000100,São Paulo,SP,1,CD Osasco,Online,226,2026-04-13,12.28,43.87,LOW,1077
121,73001,Pen Drive 32GB Sandisk Cruzer Blade USB 2.0,"Pen Drive 32GB Sandisk Cruzer Blade USB 2.0. Interface USB-C 3.1, leitura ate 130MB/s. design compacto. Para transferencia de arquivos e backup.",15.71,27.99,1,4,Armazenamento Portátil,Armazenamento Portátil,40,3Nstar Automação Comercial Brasil,57329146000100,São Paulo,SP,6,Escritório Central,Online,78,2026-04-13,12.28,43.87,LOW,1077
121,73001,Pen Drive 32GB Sandisk Cruzer Blade USB 2.0,"Pen Drive 32GB Sandisk Cruzer Blade USB 2.0. Interface USB-C 3.1, leitura ate 130MB/s. design compacto. Para transferencia de arquivos e backup.",15.71,27.99,1,4,Armazenamento Portátil,Armazenamento Portátil,40,3Nstar Automação Comercial Brasil,57329146000100,São Paulo,SP,5,Loja BH Centro,Física,183,2026-04-13,12.28,43.87,LOW,1077
121,73001,Pen Drive 32GB Sandisk Cruzer Blade USB 2.0,"Pen Drive 32GB Sandisk Cruzer Blade USB 2.0. Interface USB-C 3.1, leitura ate 130MB/s. design compacto. Para transferencia de arquivos e backup.",15.71,27.99,1,4,Armazenamento Portátil,Armazenamento Portátil,40,3Nstar Automação Comercial Brasil,57329146000100,São Paulo,SP,4,Loja Campinas,Física,144,2026-04-13,12.28,43.87,LOW,1077
121,73001,Pen Drive 32GB Sandisk Cruzer Blade USB 2.0,"Pen Drive 32GB Sandisk Cruzer Blade USB 2.0. Interface USB-C 3.1, leitura ate 130MB/s. design compacto. Para transferencia de arquivos e backup.",15.71,27.99,1,4,Armazenamento Portátil,Armazenamento Portátil,40,3Nstar Automação Comercial Brasil,57329146000100,São Paulo,SP,2,Loja Paulista,Física,196,2026-04-13,12.28,43.87,LOW,1077
121,73001,Pen Drive 32GB Sandisk Cruzer Blade USB 2.0,"Pen Drive 32GB Sandisk Cruzer Blade USB 2.0. Interface USB-C 3.1, leitura ate 130MB/s. design compacto. Para transferencia de arquivos e backup.",15.71,27.99,1,4,Armazenamento Portátil,Armazenamento Portátil,40,3Nstar Automação Comercial Brasil,57329146000100,São Paulo,SP,3,Loja Santo André,Física,250,2026-04-13,12.28,43.87,LOW,1077
122,73002,Pen Drive 64GB Sandisk Ultra Shift USB 3.0,"Pen Drive 64GB Sandisk Ultra Shift USB 3.0. Interface USB 2.0, leitura ate 400MB/s. com tampa protetora. Para transferencia de arquivos e backup.",32.03,49.99,1,4,Armazenamento Portátil,Armazenamento Portátil,23,APC by Schneider Electric Brasil,84952076000107,São Paulo,SP,1,CD Osasco,Online,244,2026-04-13,17.96,35.93,LOW,1156
122,73002,Pen Drive 64GB Sandisk Ultra Shift USB 3.0,"Pen Drive 64GB Sandisk Ultra Shift USB 3.0. Interface USB 2.0, leitura ate 400MB/s. com tampa protetora. Para transferencia de arquivos e backup.",32.03,49.99,1,4,Armazenamento Portátil,Armazenamento Portátil,23,APC by Schneider Electric Brasil,84952076000107,São Paulo,SP,6,Escritório Central,Online,66,2026-04-13,17.96,35.93,LOW,1156
122,73002,Pen Drive 64GB Sandisk Ultra Shift USB 3.0,"Pen Drive 64GB Sandisk Ultra Shift USB 3.0. Interface USB 2.0, leitura ate 400MB/s. com tampa protetora. Para transferencia de arquivos e backup.",32.03,49.99,1,4,Armazenamento Portátil,Armazenamento Portátil,23,APC by Schneider Electric Brasil,84952076000107,São Paulo,SP,5,Loja BH Centro,Física,199,2026-04-13,17.96,35.93,LOW,1156
122,73002,Pen Drive 64GB Sandisk Ultra Shift USB 3.0,"Pen Drive 64GB Sandisk Ultra Shift USB 3.0. Interface USB 2.0, leitura ate 400MB/s. com tampa protetora. Para transferencia de arquivos e backup.",32.03,49.99,1,4,Armazenamento Portátil,Armazenamento Portátil,23,APC by Schneider Electric Brasil,84952076000107,São Paulo,SP,4,Loja Campinas,Física,223,2026-04-13,17.96,35.93,LOW,1156
122,73002,Pen Drive 64GB Sandisk Ultra Shift USB 3.0,"Pen Drive 64GB Sandisk Ultra Shift USB 3.0. Interface USB 2.0, leitura ate 400MB/s. com tampa protetora. Para transferencia de arquivos e backup.",32.03,49.99,1,4,Armazenamento Portátil,Armazenamento Portátil,23,APC by Schneider Electric Brasil,84952076000107,São Paulo,SP,2,Loja Paulista,Física,172,2026-04-13,17.96,35.93,LOW,1156
122,73002,Pen Drive 64GB Sandisk Ultra Shift USB 3.0,"Pen Drive 64GB Sandisk Ultra Shift USB 3.0. Interface USB 2.0, leitura ate 400MB/s. com tampa protetora. Para transferencia de arquivos e backup.",32.03,49.99,1,4,Armazenamento Portátil,Armazenamento Portátil,23,APC by Schneider Electric Brasil,84952076000107,São Paulo,SP,3,Loja Santo André,Física,252,2026-04-13,17.96,35.93,LOW,1156
134,75003,Gaveta de Dinheiro FTX LAS-335 Aço RJ11,"Gaveta de Dinheiro FTX LAS-335 Aço RJ11. Interface USB, compativel com Android. Para controle de estoque.",168.22,299.99,1,5,Automação Comercial,Automação Comercial,1,Ingram Micro Brasil Ltda.,19.305.678/0001-00,Barueri,SP,1,CD Osasco,Online,87,2026-04-13,131.77,43.92,MID,537
134,75003,Gaveta de Dinheiro FTX LAS-335 Aço RJ11,"Gaveta de Dinheiro FTX LAS-335 Aço RJ11. Interface USB, compativel com Android. Para controle de estoque.",168.22,299.99,1,5,Automação Comercial,Automação Comercial,1,Ingram Micro Brasil Ltda.,19.305.678/0001-00,Barueri,SP,6,Escritório Central,Online,69,2026-04-13,131.77,43.92,MID,537
134,75003,Gaveta de Dinheiro FTX LAS-335 Aço RJ11,"Gaveta de Dinheiro FTX LAS-335 Aço RJ11. Interface USB, compativel com Android. Para controle de estoque.",168.22,299.99,1,5,Automação Comercial,Automação Comercial,1,Ingram Micro Brasil Ltda.,19.305.678/0001-00,Barueri,SP,5,Loja BH Centro,Física,72,2026-04-13,131.77,43.92,MID,537
134,75003,Gaveta de Dinheiro FTX LAS-335 Aço RJ11,"Gaveta de Dinheiro FTX LAS-335 Aço RJ11. Interface USB, compativel com Android. Para controle de estoque.",168.22,299.99,1,5,Automação Comercial,Automação Comercial,1,Ingram Micro Brasil Ltda.,19.305.678/0001-00,Barueri,SP,4,Loja Campinas,Física,106,2026-04-13,131.77,43.92,MID,537
134,75003,Gaveta de Dinheiro FTX LAS-335 Aço RJ11,"Gaveta de Dinheiro FTX LAS-335 Aço RJ11. Interface USB, compativel com Android. Para controle de estoque.",168.22,299.99,1,5,Automação Comercial,Automação Comercial,1,Ingram Micro Brasil Ltda.,19.305.678/0001-00,Barueri,SP,2,Loja Paulista,Física,85,2026-04-13,131.77,43.92,MID,537
134,75003,Gaveta de Dinheiro FTX LAS-335 Aço RJ11,"Gaveta de Dinheiro FTX LAS-335 Aço RJ11. Interface USB, compativel com Android. Para controle de estoque.",168.22,299.99,1,5,Automação Comercial,Automação Comercial,1,Ingram Micro Brasil Ltda.,19.305.678/0001-00,Barueri,SP,3,Loja Santo André,Física,118,2026-04-13,131.77,43.92,MID,537
132,75001,Leitor Código de Barras Bematech BR800BT USB Preto,"Leitor Código de Barras Bematech BR800BT USB Preto. Interface USB, compativel com Windows 10/11. Para automacao industrial.",269.45,399.99,1,5,Automação Comercial,Automação Comercial,40,3Nstar Automação Comercial Brasil,57329146000100,São Paulo,SP,1,CD Osasco,Online,18,2026-04-13,130.54,32.64,HIGH,145
132,75001,Leitor Código de Barras Bematech BR800BT USB Preto,"Leitor Código de Barras Bematech BR800BT USB Preto. Interface USB, compativel com Windows 10/11. Para automacao industrial.",269.45,399.99,1,5,Automação Comercial,Automação Comercial,40,3Nstar Automação Comercial Brasil,57329146000100,São Paulo,SP,6,Escritório Central,Online,40,2026-04-13,130.54,32.64,HIGH,145
132,75001,Leitor Código de Barras Bematech BR800BT USB Preto,"Leitor Código de Barras Bematech BR800BT USB Preto. Interface USB, compativel com Windows 10/11. Para automacao industrial.",269.45,399.99,1,5,Automação Comercial,Automação Comercial,40,3Nstar Automação Comercial Brasil,57329146000100,São Paulo,SP,5,Loja BH Centro,Física,15,2026-04-13,130.54,32.64,HIGH,145
132,75001,Leitor Código de Barras Bematech BR800BT USB Preto,"Leitor Código de Barras Bematech BR800BT USB Preto. Interface USB, compativel com Windows 10/11. Para automacao industrial.",269.45,399.99,1,5,Automação Comercial,Automação Comercial,40,3Nstar Automação Comercial Brasil,57329146000100,São Paulo,SP,4,Loja Campinas,Física,16,2026-04-13,130.54,32.64,HIGH,145
132,75001,Leitor Código de Barras Bematech BR800BT USB Preto,"Leitor Código de Barras Bematech BR800BT USB Preto. Interface USB, compativel com Windows 10/11. Para automacao industrial.",269.45,399.99,1,5,Automação Comercial,Automação Comercial,40,3Nstar Automação Comercial Brasil,57329146000100,São Paulo,SP,2,Loja Paulista,Física,16,2026-04-13,130.54,32.64,HIGH,145
132,75001,Leitor Código de Barras Bematech BR800BT USB Preto,"Leitor Código de Barras Bematech BR800BT USB Preto. Interface USB, compativel com Windows 10/11. Para automacao industrial.",269.45,399.99,1,5,Automação Comercial,Automação Comercial,40,3Nstar Automação Comercial Brasil,57329146000100,São Paulo,SP,3,Loja Santo André,Física,40,2026-04-13,130.54,32.64,HIGH,145
133,75002,Leitor Código de Barras CCD Honeywell 3800R USB Óptico,"Leitor Código de Barras CCD Honeywell 3800R USB Óptico. Interface USB e Ethernet, compativel com Android. Para automacao industrial.",306.88,489.99,1,5,Automação Comercial,Automação Comercial,9,Corsair Memory Brasil Distrib.,34.570.691/0001-80,São Paulo,SP,1,CD Osasco,Online,37,2026-04-13,183.11,37.37,HIGH,163
133,75002,Leitor Código de Barras CCD Honeywell 3800R USB Óptico,"Leitor Código de Barras CCD Honeywell 3800R USB Óptico. Interface USB e Ethernet, compativel com Android. Para automacao industrial.",306.88,489.99,1,5,Automação Comercial,Automação Comercial,9,Corsair Memory Brasil Distrib.,34.570.691/0001-80,São Paulo,SP,6,Escritório Central,Online,37,2026-04-13,183.11,37.37,HIGH,163
133,75002,Leitor Código de Barras CCD Honeywell 3800R USB Óptico,"Leitor Código de Barras CCD Honeywell 3800R USB Óptico. Interface USB e Ethernet, compativel com Android. Para automacao industrial.",306.88,489.99,1,5,Automação Comercial,Automação Comercial,9,Corsair Memory Brasil Distrib.,34.570.691/0001-80,São Paulo,SP,5,Loja BH Centro,Física,9,2026-04-13,183.11,37.37,HIGH,163
133,75002,Leitor Código de Barras CCD Honeywell 3800R USB Óptico,"Leitor Código de Barras CCD Honeywell 3800R USB Óptico. Interface USB e Ethernet, compativel com Android. Para automacao industrial.",306.88,489.99,1,5,Automação Comercial,Automação Comercial,9,Corsair Memory Brasil Distrib.,34.570.691/0001-80,São Paulo,SP,4,Loja Campinas,Física,43,2026-04-13,183.11,37.37,HIGH,163
133,75002,Leitor Código de Barras CCD Honeywell 3800R USB Óptico,"Leitor Código de Barras CCD Honeywell 3800R USB Óptico. Interface USB e Ethernet, compativel com Android. Para automacao industrial.",306.88,489.99,1,5,Automação Comercial,Automação Comercial,9,Corsair Memory Brasil Distrib.,34.570.691/0001-80,São Paulo,SP,2,Loja Paulista,Física,9,2026-04-13,183.11,37.37,HIGH,163
133,75002,Leitor Código de Barras CCD Honeywell 3800R USB Óptico,"Leitor Código de Barras CCD Honeywell 3800R USB Óptico. Interface USB e Ethernet, compativel com Android. Para automacao industrial.",306.88,489.99,1,5,Automação Comercial,Automação Comercial,9,Corsair Memory Brasil Distrib.,34.570.691/0001-80,São Paulo,SP,3,Loja Santo André,Física,28,2026-04-13,183.11,37.37,HIGH,163
135,75004,"Terminal POS 10"" ICP802 com Impressora Térmica 58mm","Terminal POS 10"" ICP802 com Impressora Térmica 58mm. Interface USB, compativel com Windows e Linux. Para automacao industrial.",1499.5,2813.99,1,5,Automação Comercial,Automação Comercial,38,Sandisk / Western Digital Brasil,80_793_561_0001_24,São Paulo,SP,1,CD Osasco,Online,4,2026-04-13,1314.49,46.71,ULTRA,20
135,75004,"Terminal POS 10"" ICP802 com Impressora Térmica 58mm","Terminal POS 10"" ICP802 com Impressora Térmica 58mm. Interface USB, compativel com Windows e Linux. Para automacao industrial.",1499.5,2813.99,1,5,Automação Comercial,Automação Comercial,38,Sandisk / Western Digital Brasil,80_793_561_0001_24,São Paulo,SP,6,Escritório Central,Online,3,2026-04-13,1314.49,46.71,ULTRA,20
135,75004,"Terminal POS 10"" ICP802 com Impressora Térmica 58mm","Terminal POS 10"" ICP802 com Impressora Térmica 58mm. Interface USB, compativel com Windows e Linux. Para automacao industrial.",1499.5,2813.99,1,5,Automação Comercial,Automação Comercial,38,Sandisk / Western Digital Brasil,80_793_561_0001_24,São Paulo,SP,5,Loja BH Centro,Física,5,2026-04-13,1314.49,46.71,ULTRA,20
135,75004,"Terminal POS 10"" ICP802 com Impressora Térmica 58mm","Terminal POS 10"" ICP802 com Impressora Térmica 58mm. Interface USB, compativel com Windows e Linux. Para automacao industrial.",1499.5,2813.99,1,5,Automação Comercial,Automação Comercial,38,Sandisk / Western Digital Brasil,80_793_561_0001_24,São Paulo,SP,4,Loja Campinas,Física,1,2026-04-13,1314.49,46.71,ULTRA,20
135,75004,"Terminal POS 10"" ICP802 com Impressora Térmica 58mm","Terminal POS 10"" ICP802 com Impressora Térmica 58mm. Interface USB, compativel com Windows e Linux. Para automacao industrial.",1499.5,2813.99,1,5,Automação Comercial,Automação Comercial,38,Sandisk / Western Digital Brasil,80_793_561_0001_24,São Paulo,SP,2,Loja Paulista,Física,5,2026-04-13,1314.49,46.71,ULTRA,20
135,75004,"Terminal POS 10"" ICP802 com Impressora Térmica 58mm","Terminal POS 10"" ICP802 com Impressora Térmica 58mm. Interface USB, compativel com Windows e Linux. Para automacao industrial.",1499.5,2813.99,1,5,Automação Comercial,Automação Comercial,38,Sandisk / Western Digital Brasil,80_793_561_0001_24,São Paulo,SP,3,Loja Santo André,Física,2,2026-04-13,1314.49,46.71,ULTRA,20
117,72004,Adaptador Conversor DisplayPort para VGA Fêmea,"Adaptador Conversor DisplayPort para VGA Fêmea. adaptador de video, 1080p a 60Hz. conectores banhados a ouro. Plug-and-play.",33.16,59.99,1,7,Cabos e Adaptadores,Cabos e Adaptadores,26,NZXT Brasil Representações,37598216000100,São Paulo,SP,1,CD Osasco,Online,100,2026-04-13,26.83,44.72,MID,543
117,72004,Adaptador Conversor DisplayPort para VGA Fêmea,"Adaptador Conversor DisplayPort para VGA Fêmea. adaptador de video, 1080p a 60Hz. conectores banhados a ouro. Plug-and-play.",33.16,59.99,1,7,Cabos e Adaptadores,Cabos e Adaptadores,26,NZXT Brasil Representações,37598216000100,São Paulo,SP,6,Escritório Central,Online,108,2026-04-13,26.83,44.72,MID,543
117,72004,Adaptador Conversor DisplayPort para VGA Fêmea,"Adaptador Conversor DisplayPort para VGA Fêmea. adaptador de video, 1080p a 60Hz. conectores banhados a ouro. Plug-and-play.",33.16,59.99,1,7,Cabos e Adaptadores,Cabos e Adaptadores,26,NZXT Brasil Representações,37598216000100,São Paulo,SP,5,Loja BH Centro,Física,97,2026-04-13,26.83,44.72,MID,543
117,72004,Adaptador Conversor DisplayPort para VGA Fêmea,"Adaptador Conversor DisplayPort para VGA Fêmea. adaptador de video, 1080p a 60Hz. conectores banhados a ouro. Plug-and-play.",33.16,59.99,1,7,Cabos e Adaptadores,Cabos e Adaptadores,26,NZXT Brasil Representações,37598216000100,São Paulo,SP,4,Loja Campinas,Física,60,2026-04-13,26.83,44.72,MID,543
117,72004,Adaptador Conversor DisplayPort para VGA Fêmea,"Adaptador Conversor DisplayPort para VGA Fêmea. adaptador de video, 1080p a 60Hz. conectores banhados a ouro. Plug-and-play.",33.16,59.99,1,7,Cabos e Adaptadores,Cabos e Adaptadores,26,NZXT Brasil Representações,37598216000100,São Paulo,SP,2,Loja Paulista,Física,58,2026-04-13,26.83,44.72,MID,543
117,72004,Adaptador Conversor DisplayPort para VGA Fêmea,"Adaptador Conversor DisplayPort para VGA Fêmea. adaptador de video, 1080p a 60Hz. conectores banhados a ouro. Plug-and-play.",33.16,59.99,1,7,Cabos e Adaptadores,Cabos e Adaptadores,26,NZXT Brasil Representações,37598216000100,São Paulo,SP,3,Loja Santo André,Física,120,2026-04-13,26.83,44.72,MID,543
116,72003,Adaptador Conversor HDMI para VGA,"Adaptador Conversor HDMI para VGA. adaptador de video, USB 2.0 ate 480Mbps. blindagem dupla. Plug-and-play.",22.21,34.99,1,7,Cabos e Adaptadores,Cabos e Adaptadores,37,Ubiquiti Networks Brasil,21.805.693/0001-60,São Paulo,SP,1,CD Osasco,Online,73,2026-04-13,12.78,36.52,LOW,905
